vin,model,mfg_year,fuel_type
4L9HDGQE,Tata Ultra,2008,Diesel
VJWPQTVO,Volvo VNL,2011,Electric
YANX0LXP,Ashok Leyland Dost,2005,Diesel
0RQXPVX2,Isuzu N-Series,2013,CNG
TNBP4O4R,Volvo VNL,2012,CNG
LE9XARRW,Ashok Leyland Dost,2020,CNG
4I6S6FYS,Freightliner M2,2020,CNG
ZDOM8V79,Volvo VNL,2008,CNG
CMTRE1ED,Isuzu N-Series,2022,CNG
OUJ0SUR7,Volvo VNL,2011,LNG
HCW7N2CM,Freightliner M2,2015,LNG
F2H2LMSZ,Ashok Leyland Dost,2009,Electric
LV75FY6Q,Tata Ultra,2005,LNG
K9SNG0HN,Tata Ultra,2022,Electric
5L3830ID,Tata Ultra,2025,Diesel
BQUJJHZA,Volvo VNL,2018,Electric
0R7O17NC,Volvo VNL,2020,Diesel
4TJKXNC1,Isuzu N-Series,2018,Electric
715NYYRE,Volvo VNL,2021,Diesel
DV0PK1ID,Isuzu N-Series,2013,Diesel
WFPSUI6Y,Freightliner M2,2008,LNG
GU57H4OE,Volvo VNL,2018,Electric
TFMM9AL4,Isuzu N-Series,2009,LNG
K7BIRYEO,Tata Ultra,2010,LNG
ZE1WESY9,Freightliner M2,2012,CNG
MQZ7AVOX,Tata Ultra,2024,CNG
12L6E9M4,Isuzu N-Series,2018,CNG
W8XQDF4R,Tata Ultra,2020,CNG
40S5G9O5,Freightliner M2,2013,CNG
YJGM9J6Z,Tata Ultra,2010,CNG
ITGERR7F,Freightliner M2,2007,LNG
LIHV268P,Isuzu N-Series,2015,CNG
X8WMAEE3,Isuzu N-Series,2006,Electric
VWPBZA5O,Tata Ultra,2007,Diesel
SB0RO2BA,Freightliner M2,2024,LNG
D3DMGLMA,Tata Ultra,2015,CNG
20AVMX5P,Ashok Leyland Dost,2017,LNG
DBRXH9M8,Isuzu N-Series,2025,Electric
8LPE5NEA,Volvo VNL,2014,Electric
F17ISSFE,Isuzu N-Series,2020,Electric
A48N8HQG,Freightliner M2,2016,CNG
SMCC572X,Freightliner M2,2018,Diesel
1JCGHXPP,Freightliner M2,2007,Electric
GUADO23J,Isuzu N-Series,2015,Diesel
4TSB8C3G,Volvo VNL,2014,CNG
SOZYFW1T,Volvo VNL,2011,Electric
OZY0W0PT,Tata Ultra,2011,Diesel
UAWY1SXH,Isuzu N-Series,2018,Diesel
BOIRZL6S,Tata Ultra,2023,Electric
2B98B1DX,Tata Ultra,2012,LNG
4J844T82,Tata Ultra,2024,CNG
J7BP3FQT,Freightliner M2,2025,Diesel
XBLS8EYC,Ashok Leyland Dost,2018,Diesel
MMX3R2WF,Ashok Leyland Dost,2021,Electric
A00ND508,Ashok Leyland Dost,2017,Diesel
7RSWALFP,Volvo VNL,2011,CNG
9FKQTBWW,Freightliner M2,2019,LNG
9LWU1WOP,Tata Ultra,2018,Electric
OTZS8RX9,Isuzu N-Series,2013,Diesel
L0KJ9FVH,Tata Ultra,2007,Diesel
J50MW2PZ,Tata Ultra,2010,Diesel
6WPMSEME,Freightliner M2,2015,Electric
7F0P3MPZ,Isuzu N-Series,2023,Diesel
HLFATDKO,Isuzu N-Series,2010,CNG
G1XMRRX2,Volvo VNL,2016,Diesel
IKA0BVGW,Tata Ultra,2006,Electric
U10OE7NW,Freightliner M2,2014,Diesel
HX56PFH3,Ashok Leyland Dost,2010,Electric
L940M14N,Isuzu N-Series,2009,CNG
DIES4YTR,Tata Ultra,2018,Electric
XWLJBFEM,Isuzu N-Series,2013,Electric
JGDW5XQJ,Ashok Leyland Dost,2020,Electric
0EG2CTTH,Freightliner M2,2011,CNG
XPGJ9LGX,Volvo VNL,2021,Diesel
C2LDVV6D,Tata Ultra,2025,LNG
HEC86F7U,Tata Ultra,2008,Electric
EW4HIUT6,Tata Ultra,2022,CNG
LZZB9ZCN,Volvo VNL,2006,CNG
E0XO6XMT,Volvo VNL,2019,Diesel
O3MJG95W,Freightliner M2,2011,LNG
IYSK7WD8,Volvo VNL,2009,CNG
Z5UINLPT,Isuzu N-Series,2006,Electric
CJ5UW6NR,Isuzu N-Series,2020,Diesel
1CJQAV97,Ashok Leyland Dost,2019,LNG
AF65U03V,Tata Ultra,2024,Electric
YKUGKS94,Freightliner M2,2020,Electric
2A761TGT,Volvo VNL,2011,LNG
EB4G7CDC,Isuzu N-Series,2010,CNG
5VJ7C38N,Ashok Leyland Dost,2016,LNG
FCZJRKTX,Freightliner M2,2008,CNG
J1W5JYZY,Tata Ultra,2005,LNG
8HS2K6XY,Tata Ultra,2022,LNG
S8QVLXHB,Ashok Leyland Dost,2005,LNG
Q9EXG6J9,Volvo VNL,2005,LNG
EX3CZYEN,Tata Ultra,2012,Electric
04089AQ0,Freightliner M2,2008,CNG
IAWIDKN7,Volvo VNL,2017,CNG
UWP6DYTQ,Isuzu N-Series,2006,Electric
K1LNM9U2,Volvo VNL,2012,CNG
ZE0PPU7D,Isuzu N-Series,2008,CNG
126L9IK6,Isuzu N-Series,2025,CNG
EBTKLRNJ,Volvo VNL,2008,Electric
FNTQ891R,Volvo VNL,2017,LNG
VGNL7LLL,Freightliner M2,2017,LNG
X42DTEME,Isuzu N-Series,2008,Electric
JXUOPCHH,Ashok Leyland Dost,2018,Diesel
RMLBGCI4,Volvo VNL,2009,CNG
G6HS8R3K,Tata Ultra,2016,CNG
H8WGMJYY,Ashok Leyland Dost,2013,LNG
BWQ1BCKM,Ashok Leyland Dost,2021,LNG
ERSOU37P,Freightliner M2,2019,LNG
VQS1PJ3A,Freightliner M2,2013,Diesel
AL4Z31RR,Freightliner M2,2005,Electric
LOG0NN6T,Freightliner M2,2012,Electric
YQE1DFAP,Volvo VNL,2022,LNG
FPQG33G6,Ashok Leyland Dost,2006,Electric
TD9U6HS3,Isuzu N-Series,2010,Diesel
NGYX1J20,Freightliner M2,2018,CNG
GGIZE8VW,Isuzu N-Series,2013,Electric
XEOENDJM,Volvo VNL,2024,Electric
E5Z0F9BX,Isuzu N-Series,2011,CNG
ABOHBZS6,Tata Ultra,2013,LNG
VX2YB3A8,Volvo VNL,2016,Diesel
GKOKEG01,Freightliner M2,2024,Electric
S10FDL0V,Isuzu N-Series,2013,Diesel
LAWL7ZF7,Volvo VNL,2011,CNG
HU98VBH2,Isuzu N-Series,2012,Electric
O7IIBREH,Freightliner M2,2024,Diesel
LPYBV3CL,Ashok Leyland Dost,2014,Diesel
FX7WIV3Y,Volvo VNL,2018,LNG
HJN5QO22,Tata Ultra,2015,Diesel
TOO63J9K,Isuzu N-Series,2019,LNG
I0HKNR8Z,Isuzu N-Series,2011,Diesel
YB8FKLF7,Ashok Leyland Dost,2010,Diesel
XLQ00MDR,Freightliner M2,2009,Electric
4NBHUGP6,Isuzu N-Series,2018,LNG
956Q94IH,Tata Ultra,2012,CNG
IZK5MHRU,Tata Ultra,2024,CNG
PYOH1ISA,Freightliner M2,2013,Diesel
8XJTCGXU,Freightliner M2,2015,Diesel
Y7I8JQ03,Tata Ultra,2008,CNG
SQYOSY1J,Ashok Leyland Dost,2017,LNG
H73GGURU,Tata Ultra,2016,Diesel
82YKT8RZ,Freightliner M2,2020,Electric
FGK1327J,Ashok Leyland Dost,2010,Diesel
E1QWP10F,Tata Ultra,2006,Diesel
KMOT5R3Y,Freightliner M2,2017,Diesel
6UN32EHM,Freightliner M2,2007,Diesel
5LQ1DCAM,Ashok Leyland Dost,2005,Electric
M5FZFAJ4,Isuzu N-Series,2019,CNG
DXNDJCF6,Ashok Leyland Dost,2009,CNG
JL69II7Q,Tata Ultra,2008,CNG
9R3TP41D,Freightliner M2,2014,Diesel
QIW4ERQP,Freightliner M2,2014,Electric
HC5ATD0A,Ashok Leyland Dost,2019,Electric
Q8G8MQKJ,Isuzu N-Series,2013,LNG
8QQTHYVJ,Volvo VNL,2015,CNG
84ICUGCS,Volvo VNL,2020,Electric
NE75JPJ7,Tata Ultra,2007,Diesel
WQOL402G,Tata Ultra,2008,LNG
DMOPETT5,Isuzu N-Series,2006,CNG
TO2N3805,Freightliner M2,2024,LNG
P6NGLZZU,Isuzu N-Series,2008,Electric
OLAP3HW9,Tata Ultra,2005,Electric
5CRBX9HU,Isuzu N-Series,2023,CNG
CVX88JBP,Volvo VNL,2007,CNG
FOQELTI6,Ashok Leyland Dost,2009,Electric
P96AP9QF,Freightliner M2,2021,Electric
2M853MP3,Ashok Leyland Dost,2006,Diesel
20SRVU3Z,Volvo VNL,2009,LNG
BDPEX841,Ashok Leyland Dost,2013,CNG
7SRLINIX,Ashok Leyland Dost,2008,Electric
YHRHB5H9,Isuzu N-Series,2010,Diesel
XQM6FFIM,Freightliner M2,2025,LNG
KDC02W0X,Ashok Leyland Dost,2006,CNG
AQPWBXMV,Isuzu N-Series,2011,CNG
Y2C59OAI,Isuzu N-Series,2023,LNG
JWIPN21N,Isuzu N-Series,2009,CNG
UYEMO85D,Tata Ultra,2016,Electric
SA6R1RUS,Tata Ultra,2006,Diesel
A35I534X,Ashok Leyland Dost,2012,Electric
PZFEIH19,Freightliner M2,2007,Electric
CKJESQK6,Ashok Leyland Dost,2025,CNG
QPPFPOOJ,Volvo VNL,2010,LNG
BGL6JO1D,Volvo VNL,2018,Electric
KMCNLWQ2,Tata Ultra,2014,LNG
UD5XU2CB,Freightliner M2,2019,LNG
YUEX76GH,Volvo VNL,2019,LNG
SIDEQ2S7,Isuzu N-Series,2012,CNG
L1HQA1WN,Isuzu N-Series,2006,CNG
ICRFA4S8,Freightliner M2,2020,LNG
87L1N9IX,Tata Ultra,2010,LNG
ESR5DG89,Volvo VNL,2008,Electric
Z01IRAQE,Tata Ultra,2009,Electric
IDPEM12U,Tata Ultra,2019,Diesel
7GIHFP6B,Volvo VNL,2006,CNG
1A9DROMQ,Ashok Leyland Dost,2010,Diesel
GJ5F5PWN,Isuzu N-Series,2025,Electric
LD3J377K,Freightliner M2,2021,CNG
OI1CRH4Z,Isuzu N-Series,2008,LNG
1HVKPQHT,Isuzu N-Series,2015,LNG
75AKZKDJ,Freightliner M2,2019,LNG
X9UNZAU9,Volvo VNL,2010,LNG
HG88ZBN9,Tata Ultra,2018,Electric
WHAIAKSC,Volvo VNL,2009,CNG
A9A7GXYO,Isuzu N-Series,2006,LNG
PWBJRE59,Ashok Leyland Dost,2006,Electric
VXVH3PEZ,Isuzu N-Series,2012,CNG
3V6C9V8D,Ashok Leyland Dost,2017,LNG
E5CGJPZ5,Freightliner M2,2025,Electric
CX77UQ4K,Freightliner M2,2010,Electric
91IDQHXG,Freightliner M2,2019,Diesel
KEB4LAK5,Tata Ultra,2018,Electric
U6FZ3X7H,Freightliner M2,2024,Diesel
O8GE5QH4,Freightliner M2,2010,Diesel
0VH7SHYQ,Volvo VNL,2019,Diesel
L684TDMZ,Isuzu N-Series,2024,LNG
QU6DNG77,Freightliner M2,2011,Diesel
MMTR5Q7Y,Tata Ultra,2025,Electric
PJUSKGZB,Isuzu N-Series,2010,CNG
WK7JX1H8,Tata Ultra,2011,Electric
9AX7Z8KP,Isuzu N-Series,2013,Diesel
0Y9WVNHO,Volvo VNL,2007,Diesel
U8JKE3RQ,Ashok Leyland Dost,2010,CNG
UIQ01KUE,Ashok Leyland Dost,2020,Diesel
B34OX8CF,Tata Ultra,2010,Diesel
SP15ZSFQ,Isuzu N-Series,2022,Electric
7LBH503N,Isuzu N-Series,2016,LNG
PN0JG7TQ,Isuzu N-Series,2025,LNG
W1OC3QPX,Volvo VNL,2018,CNG
VSWY3A6R,Ashok Leyland Dost,2012,Diesel
4HPMZI3Z,Isuzu N-Series,2025,Electric
KU705WF2,Ashok Leyland Dost,2005,CNG
I47R9GQT,Freightliner M2,2015,Electric
1ZWKTI2V,Isuzu N-Series,2013,Electric
AKJ3UFQP,Freightliner M2,2022,LNG
M9UH8KIF,Volvo VNL,2018,CNG
ZZYDE78F,Freightliner M2,2023,LNG
B51TFIXY,Freightliner M2,2008,Electric
5EKK2JM4,Freightliner M2,2010,Diesel
VA3X9LTI,Freightliner M2,2025,CNG
DZ9TVH08,Isuzu N-Series,2014,LNG
ZHHWGZ39,Ashok Leyland Dost,2024,CNG
69SWWR76,Volvo VNL,2024,LNG
7AJIEJ4M,Isuzu N-Series,2025,CNG
JNKCO37T,Ashok Leyland Dost,2014,Diesel
9N09ZOJQ,Volvo VNL,2010,Diesel
OH7INLF8,Tata Ultra,2018,Electric
E03C512Z,Isuzu N-Series,2022,Electric
IGI1NRYB,Volvo VNL,2025,CNG
LMY9GPEV,Tata Ultra,2018,LNG
5FU5G0KZ,Ashok Leyland Dost,2021,Electric
Y7KG4N23,Ashok Leyland Dost,2019,Diesel
CXBRH64X,Isuzu N-Series,2014,Diesel
D5BXCR42,Freightliner M2,2009,Electric
8W24BP5G,Isuzu N-Series,2024,LNG
RFN3TJZS,Ashok Leyland Dost,2011,LNG
58NY09ME,Volvo VNL,2009,Diesel
S9LQ7UEB,Freightliner M2,2005,Diesel
AYWIHN3M,Isuzu N-Series,2023,Diesel
HQROF5VN,Tata Ultra,2005,Electric
WF7LT6YE,Tata Ultra,2014,Diesel
H06B1AXS,Freightliner M2,2023,CNG
Q6WO7WW8,Tata Ultra,2021,Diesel
E85KTID0,Volvo VNL,2022,CNG
RWHVMCIO,Volvo VNL,2016,CNG
MGPMQUBD,Tata Ultra,2008,LNG
9TMDDSAQ,Isuzu N-Series,2015,Electric
H5M5MAMN,Isuzu N-Series,2013,LNG
68HE9KZ2,Tata Ultra,2020,LNG
O3SRU6L4,Tata Ultra,2018,Diesel
58P4ZUTI,Ashok Leyland Dost,2009,Diesel
15JN5TT9,Volvo VNL,2019,Electric
EK49HE1F,Ashok Leyland Dost,2006,Electric
F8X7JYZC,Ashok Leyland Dost,2014,CNG
9S1VHWDI,Isuzu N-Series,2010,CNG
QSFFLAD3,Isuzu N-Series,2008,Diesel
L73L3PXT,Freightliner M2,2024,Diesel
H88R1J95,Volvo VNL,2025,CNG
J8YEFWAP,Isuzu N-Series,2021,LNG
L4HLB77Z,Isuzu N-Series,2017,Diesel
EYVL73IQ,Tata Ultra,2023,CNG
MJPSPVZE,Ashok Leyland Dost,2005,CNG
SU3PH4PE,Isuzu N-Series,2023,Diesel
JXZ49RUB,Tata Ultra,2018,Electric
HD8WU9D5,Ashok Leyland Dost,2024,Electric
N21BUWON,Isuzu N-Series,2015,Electric
WBA6M80D,Ashok Leyland Dost,2006,LNG
2CRH7SJB,Freightliner M2,2017,LNG
2BSUHW5M,Volvo VNL,2005,CNG
SQ8LHVNJ,Volvo VNL,2009,Electric
VJTQNT4L,Freightliner M2,2025,Electric
4O8VJE3B,Ashok Leyland Dost,2009,LNG
AENNUD6C,Isuzu N-Series,2009,Electric
42HE131E,Ashok Leyland Dost,2006,Diesel
ZXIOIPZE,Tata Ultra,2023,Diesel
XAG4BUS1,Volvo VNL,2009,CNG
YD1X3POW,Volvo VNL,2017,LNG
2Z60AZS7,Ashok Leyland Dost,2008,Diesel
0AUCDYR3,Ashok Leyland Dost,2024,CNG
RSW642BP,Ashok Leyland Dost,2016,Electric
QS05PQOM,Isuzu N-Series,2012,CNG
S7R6GWUA,Isuzu N-Series,2011,CNG
O3LBRO13,Volvo VNL,2018,CNG
5P1YXRX8,Freightliner M2,2017,Electric
0R3ELAZX,Freightliner M2,2022,CNG
QV6B53CJ,Tata Ultra,2015,LNG
ZGAA7SJO,Volvo VNL,2020,LNG
T31P1NFG,Tata Ultra,2008,Electric
9PYRAQBG,Freightliner M2,2014,LNG
LBMUPVKH,Volvo VNL,2006,Electric
UDOG9VBQ,Tata Ultra,2019,Electric
1U9A0UWU,Isuzu N-Series,2010,CNG
FGED20C1,Isuzu N-Series,2025,Diesel
6Q6TGWIZ,Isuzu N-Series,2019,Diesel
6OKDVJLG,Volvo VNL,2006,Diesel
ZQBXQSTX,Tata Ultra,2016,Electric
OJDSEVDP,Ashok Leyland Dost,2011,CNG
4EZ435KK,Volvo VNL,2024,CNG
CJ5BRPTG,Freightliner M2,2019,Diesel
W0R1YBBC,Tata Ultra,2021,CNG
XZCJT5GQ,Isuzu N-Series,2024,CNG
RSFJRKW2,Isuzu N-Series,2013,Electric
WHTVT8LS,Volvo VNL,2021,CNG
QIMVKTGO,Freightliner M2,2021,LNG
FBBARWFN,Freightliner M2,2012,Electric
NTZ6Y678,Isuzu N-Series,2010,LNG
2BM36PWQ,Freightliner M2,2023,LNG
PU79AONW,Ashok Leyland Dost,2011,Diesel
MM908G7K,Isuzu N-Series,2008,Electric
5BOVOTOP,Freightliner M2,2016,Diesel
6O77ES4V,Tata Ultra,2016,LNG
2MN5PQ3S,Isuzu N-Series,2015,Diesel
EJ1125MB,Volvo VNL,2020,Diesel
7P3YELV1,Tata Ultra,2015,Diesel
OC2QRCAX,Freightliner M2,2019,LNG
GXBRQOW5,Volvo VNL,2023,LNG
3BERV7UR,Isuzu N-Series,2023,LNG
DAYY4I73,Freightliner M2,2007,Electric
N5YP5QOU,Ashok Leyland Dost,2017,LNG
ZOW2VRW3,Freightliner M2,2016,CNG
I1F42IAJ,Volvo VNL,2015,Electric
A47D3MRU,Tata Ultra,2011,Electric
OM6XMQFS,Freightliner M2,2006,Diesel
JINNKWKR,Tata Ultra,2023,Diesel
23NHQTBM,Freightliner M2,2023,Diesel
80P78CLP,Isuzu N-Series,2023,CNG
UQ4EKQ1D,Freightliner M2,2008,Electric
Z74DJM95,Volvo VNL,2025,CNG
3HMC3ZG1,Freightliner M2,2015,Diesel
6ZYY1IIF,Tata Ultra,2025,Electric
3YG5FEMQ,Tata Ultra,2023,CNG
I7FRAEAM,Isuzu N-Series,2008,LNG
14BK9AHB,Freightliner M2,2025,LNG
UUCUF9DK,Ashok Leyland Dost,2020,Diesel
QHXRPJQB,Volvo VNL,2006,Diesel
GIR7BW6B,Tata Ultra,2013,LNG
IE1CN1H7,Isuzu N-Series,2024,Diesel
ZTN3B57A,Ashok Leyland Dost,2017,Electric
8OMAIL0P,Isuzu N-Series,2015,Electric
G6RPDMTH,Isuzu N-Series,2025,Diesel
SRL8QBDF,Isuzu N-Series,2011,Diesel
BFTSDUMR,Ashok Leyland Dost,2019,Diesel
AGV08HWF,Freightliner M2,2006,LNG
X7AR524E,Isuzu N-Series,2020,Diesel
O8B7FHS5,Freightliner M2,2005,LNG
7H0RTPJN,Freightliner M2,2011,Diesel
3VGS5WE7,Isuzu N-Series,2013,Electric
HO6B4BE2,Tata Ultra,2009,LNG
N6TLRMYJ,Tata Ultra,2014,CNG
WWQGNLRA,Isuzu N-Series,2021,Electric
7CY1I132,Tata Ultra,2005,CNG
6LSHDO33,Isuzu N-Series,2016,CNG
ODBYD93H,Tata Ultra,2022,Diesel
V722KLHA,Isuzu N-Series,2007,LNG
J0O9RNZ8,Freightliner M2,2007,Electric
NGSG9NWE,Freightliner M2,2016,Electric
JUSJZH19,Isuzu N-Series,2009,CNG
62JQIOSG,Isuzu N-Series,2010,CNG
H4J75BXY,Volvo VNL,2011,Diesel
0UKM41EN,Volvo VNL,2011,CNG
6X93CA0Z,Isuzu N-Series,2015,Diesel
XG1MKPWB,Isuzu N-Series,2020,LNG
J6LO8BZR,Tata Ultra,2012,Electric
F8Q64BOP,Isuzu N-Series,2005,CNG
LC5V0P59,Ashok Leyland Dost,2020,Electric
8KVUZJ3J,Volvo VNL,2008,LNG
W30UENQU,Ashok Leyland Dost,2022,LNG
8O29L6B8,Tata Ultra,2013,Diesel
WJ8TTS6L,Freightliner M2,2011,CNG
K0HIP8J1,Freightliner M2,2015,LNG
WE9L6DXL,Freightliner M2,2016,CNG
S46DWHWM,Freightliner M2,2020,LNG
XPQVPFEP,Ashok Leyland Dost,2023,Diesel
XABWDRGU,Tata Ultra,2024,Electric
NCCK2X5R,Isuzu N-Series,2018,Electric
7ZIQHJ7N,Freightliner M2,2025,Diesel
CN32U9M1,Tata Ultra,2011,LNG
RSIFE2AV,Volvo VNL,2010,LNG
5Y72ZFJF,Ashok Leyland Dost,2005,CNG
2UNL194Q,Tata Ultra,2021,Electric
LWADZZOD,Isuzu N-Series,2023,Diesel
YG3RBY4J,Ashok Leyland Dost,2005,LNG
A2QCUFRU,Tata Ultra,2025,Electric
UKBW3I1Z,Freightliner M2,2014,Electric
DIHZMMW4,Tata Ultra,2016,Diesel
QL6PJB43,Isuzu N-Series,2007,Diesel
82XZSAUX,Ashok Leyland Dost,2017,Electric
7G59A5DM,Freightliner M2,2021,Electric
ZOEYZ5K7,Volvo VNL,2017,CNG
9MTKC906,Isuzu N-Series,2008,CNG
FGPTNG3R,Volvo VNL,2017,Diesel
NHVCTI1F,Ashok Leyland Dost,2016,CNG
KS9328FV,Isuzu N-Series,2021,CNG
HSKIJNT7,Volvo VNL,2025,Diesel
2P0RTSEO,Freightliner M2,2013,CNG
HJJJ0N4F,Isuzu N-Series,2009,CNG
RF6G7QGL,Tata Ultra,2014,Electric
AQLBUISA,Volvo VNL,2020,CNG
37DP62HV,Ashok Leyland Dost,2019,Diesel
9UG39HWC,Freightliner M2,2018,CNG
CSNSEIE4,Tata Ultra,2005,CNG
6MZENQSL,Volvo VNL,2017,LNG
1KMY1WZ6,Isuzu N-Series,2022,CNG
8J3NO5JT,Isuzu N-Series,2019,CNG
036LRPU9,Ashok Leyland Dost,2021,Diesel
EVU4M995,Tata Ultra,2010,LNG
8CTYZ22E,Volvo VNL,2016,CNG
AFZ0QTYQ,Volvo VNL,2012,CNG
B6GJEV5R,Tata Ultra,2023,Electric
5LZLJ6X3,Isuzu N-Series,2018,CNG
XD50F6BQ,Freightliner M2,2009,CNG
9EW7TVCK,Isuzu N-Series,2017,Diesel
TQVC8HI4,Volvo VNL,2014,Diesel
5Y35J9WV,Ashok Leyland Dost,2010,LNG
R3AFZ0VH,Tata Ultra,2015,Diesel
ZI0RWZMX,Isuzu N-Series,2011,LNG
OKY6K19P,Isuzu N-Series,2020,Electric
1OLIMXQW,Tata Ultra,2013,CNG
AXR2IROV,Tata Ultra,2007,Diesel
DN2CPP29,Isuzu N-Series,2020,Diesel
40IKVWYF,Freightliner M2,2015,Electric
Q81F8D4Z,Tata Ultra,2015,Diesel
M8OIH761,Tata Ultra,2023,Diesel
TB78Z7UK,Isuzu N-Series,2017,Diesel
PG7PG1SF,Tata Ultra,2020,LNG
M8MQIX4A,Freightliner M2,2013,LNG
NUDW656T,Volvo VNL,2024,LNG
CI09A5JH,Ashok Leyland Dost,2012,Diesel
SX9UPJ9U,Volvo VNL,2025,Electric
2EBDDIQG,Freightliner M2,2005,LNG
2GZCMW0H,Tata Ultra,2025,LNG
GIRM4SN7,Freightliner M2,2014,Diesel
VMURRJ77,Volvo VNL,2021,Electric
KTESK050,Freightliner M2,2017,LNG
7OD6WXBD,Isuzu N-Series,2010,CNG
CY88AD6P,Isuzu N-Series,2025,CNG
4G0BM99N,Freightliner M2,2021,CNG
FK3GPYOQ,Freightliner M2,2007,CNG
7STUSL2K,Freightliner M2,2009,CNG
E9FLE77A,Ashok Leyland Dost,2006,CNG
5G9NEAM6,Ashok Leyland Dost,2024,Electric
5GG5U1FT,Isuzu N-Series,2025,LNG
6P4G1A5C,Isuzu N-Series,2016,Electric
WW3UWGR8,Isuzu N-Series,2007,Diesel
8RZK4H1P,Volvo VNL,2011,Electric
FDK32T2G,Freightliner M2,2013,Diesel
4MVGOKBY,Isuzu N-Series,2019,Diesel
OZDH5A1T,Freightliner M2,2012,Diesel
SBDXXRH3,Volvo VNL,2006,CNG
HPAS1NLJ,Freightliner M2,2022,LNG
4W8Y2WWH,Isuzu N-Series,2014,Electric
UVVOEH1H,Isuzu N-Series,2008,LNG
URJ5MSIJ,Volvo VNL,2024,Diesel
CIWKPAP8,Tata Ultra,2012,Electric
Z39D117Y,Freightliner M2,2012,LNG
YB7PNAPZ,Isuzu N-Series,2021,LNG
G8OF5B1L,Freightliner M2,2020,Diesel
B5HBD8Q6,Ashok Leyland Dost,2016,Electric
CLQGZ0O0,Isuzu N-Series,2020,Diesel
JTO0Q265,Ashok Leyland Dost,2006,LNG
9TB7JXPX,Ashok Leyland Dost,2012,Diesel
P6GC3F0E,Freightliner M2,2008,Diesel
F3LTMK0W,Tata Ultra,2022,Diesel
D5G4X7TT,Isuzu N-Series,2011,LNG
F2ESIER4,Freightliner M2,2008,Electric
APQI4PK2,Volvo VNL,2015,Diesel
OE3HP9LJ,Volvo VNL,2006,CNG
V7NHT9HR,Tata Ultra,2015,LNG
FEDU6G2R,Volvo VNL,2022,Electric
S6S74M7E,Freightliner M2,2018,Electric
G8KVTN32,Tata Ultra,2015,LNG
4RYIYKLI,Ashok Leyland Dost,2019,LNG
1FQL6MHJ,Isuzu N-Series,2018,Electric
1RS9BXG4,Freightliner M2,2023,Diesel
G59E3006,Freightliner M2,2019,CNG
C50JOSN5,Volvo VNL,2018,Diesel
ZTRTXHMI,Isuzu N-Series,2018,Diesel
ZIKXUMBQ,Ashok Leyland Dost,2018,CNG
RB31LVLC,Ashok Leyland Dost,2007,LNG
95WWWXJL,Isuzu N-Series,2011,CNG
SESC5ITV,Volvo VNL,2009,Diesel
5AKL63V4,Isuzu N-Series,2023,Diesel
WO5ZBQRS,Freightliner M2,2011,Electric
H338NWPC,Volvo VNL,2009,Diesel
5ZHXWTBE,Tata Ultra,2005,Electric
1D12AUUR,Tata Ultra,2024,Diesel
NUTMSFMM,Tata Ultra,2014,LNG
UPDH588J,Isuzu N-Series,2010,CNG
TXDXLELH,Ashok Leyland Dost,2024,Diesel
PYFG0SI1,Isuzu N-Series,2017,CNG
I5CUPO4U,Volvo VNL,2013,CNG
RI01UUMI,Volvo VNL,2021,Electric
MHZZHTZR,Freightliner M2,2012,CNG
G62OUVV3,Volvo VNL,2018,Diesel
PRLPV34U,Tata Ultra,2025,LNG
10TVDVEC,Tata Ultra,2011,CNG
3QWIS8FR,Volvo VNL,2021,CNG
QMHNJD2M,Freightliner M2,2008,CNG
S65E1602,Ashok Leyland Dost,2016,LNG
23YN969I,Tata Ultra,2006,Electric
G1E11FXW,Volvo VNL,2021,CNG
2ZXUJ95M,Tata Ultra,2005,LNG
RHVBDIY5,Freightliner M2,2008,LNG
MQ7RTAXK,Ashok Leyland Dost,2007,LNG
1V1POMV1,Freightliner M2,2013,Electric
0CY4B0GB,Tata Ultra,2005,Electric
XKJ84CLP,Isuzu N-Series,2008,Diesel
BYM97OFA,Freightliner M2,2024,Electric
OMFBGGRM,Isuzu N-Series,2022,Electric
FVXO5NPG,Volvo VNL,2021,CNG
Z2SCVD6Q,Ashok Leyland Dost,2015,LNG
PAOTBD96,Ashok Leyland Dost,2013,Electric
OPD344BV,Isuzu N-Series,2006,CNG
B4UPBEOI,Freightliner M2,2005,Electric
9SG9UEEA,Tata Ultra,2018,LNG
RQ70TQHN,Freightliner M2,2018,CNG
5YKURUBX,Tata Ultra,2023,Diesel
WVWMNNH0,Tata Ultra,2010,LNG
9VCJEHDH,Freightliner M2,2005,Diesel
R1ZRPKK0,Volvo VNL,2013,CNG
PI9BU68Z,Isuzu N-Series,2015,CNG
OABYJ3WL,Ashok Leyland Dost,2020,LNG
JDYP2GIO,Tata Ultra,2009,Diesel
JTE3FL1V,Tata Ultra,2009,Electric
JAZZG0CV,Volvo VNL,2012,CNG
BQXUX5FF,Freightliner M2,2015,Diesel
WCCQM7YT,Freightliner M2,2025,LNG
ZENAJERL,Ashok Leyland Dost,2014,Diesel
I1XFJZYI,Freightliner M2,2019,Diesel
R484NYLI,Tata Ultra,2025,LNG
01OVWWHS,Ashok Leyland Dost,2015,LNG
TBQ661MR,Ashok Leyland Dost,2025,Diesel
6SMQIL5C,Freightliner M2,2021,Diesel
4XQ8SMHK,Volvo VNL,2017,LNG
RBZ1N7RL,Volvo VNL,2018,LNG
9WYMAY1S,Volvo VNL,2023,CNG
