vin,model,mfg_year,fuel_type
P4124ACU,Tata Ultra,2017,LNG
TKSMSK0A,Volvo VNL,2015,Diesel
3I44GXT9,Volvo VNL,2016,LNG
NJXVICDA,Tata Ultra,2016,Electric
86KMCQW5,Ashok Leyland Dost,2024,Diesel
A4Y4TT0P,Isuzu N-Series,2006,Diesel
VS0KXZP6,Tata Ultra,2012,CNG
CDDOT7AN,Volvo VNL,2007,Diesel
43QEV75N,Freightliner M2,2022,CNG
AU0TMXMX,Freightliner M2,2013,Electric
JFRJVF0P,Tata Ultra,2020,Diesel
BIKLA74E,Tata Ultra,2013,Diesel
1ZWT9M24,Tata Ultra,2012,Diesel
3TIRH10I,Ashok Leyland Dost,2009,Electric
71IBX09E,Freightliner M2,2016,Electric
BUI119SM,Volvo VNL,2018,LNG
NGQ1F9WU,Freightliner M2,2012,Electric
UB9JR06Z,Ashok Leyland Dost,2008,Diesel
0JH1CVN6,Volvo VNL,2018,Electric
AVKJQB37,Isuzu N-Series,2006,LNG
FXU6HR9D,Ashok Leyland Dost,2013,CNG
FUNICKCN,Volvo VNL,2022,LNG
65GZNOOS,Freightliner M2,2011,CNG
LC2ZQES7,Freightliner M2,2020,Diesel
T736DB8P,Isuzu N-Series,2009,Electric
TKD39BVD,Ashok Leyland Dost,2009,Diesel
GIMS02XI,Volvo VNL,2022,Electric
9P1G3XWO,Tata Ultra,2012,CNG
HJP2N0YV,Freightliner M2,2017,Electric
3XSMMZWD,Freightliner M2,2013,CNG
9WGIN2ZZ,Volvo VNL,2019,LNG
I6DJPE0W,Freightliner M2,2013,LNG
331OQXY1,Isuzu N-Series,2023,Electric
OLMC23EH,Freightliner M2,2009,CNG
3EHRC448,Isuzu N-Series,2024,Diesel
SF2HTAPB,Ashok Leyland Dost,2022,Electric
MMELNNFL,Volvo VNL,2012,Diesel
JXV3208J,Tata Ultra,2019,Diesel
05VF8RQD,Volvo VNL,2020,LNG
R8OZFQ7X,Freightliner M2,2021,Diesel
LDPSDTCM,Volvo VNL,2010,LNG
7T99L8KP,Ashok Leyland Dost,2006,CNG
MX7N1O7P,Ashok Leyland Dost,2018,Electric
OT94GW10,Volvo VNL,2022,CNG
DWK8MSW1,Ashok Leyland Dost,2019,Diesel
5U8DGQP9,Ashok Leyland Dost,2017,Diesel
NZHCTR7A,Volvo VNL,2008,Electric
YILYTS5V,Isuzu N-Series,2022,LNG
P0Y8CGHX,Isuzu N-Series,2022,Diesel
1W0H623T,Isuzu N-Series,2005,CNG
5M4YKJA2,Isuzu N-Series,2006,Electric
KJCD0FXU,Freightliner M2,2019,Electric
QPQVG3TT,Volvo VNL,2011,LNG
56CL6ID6,Ashok Leyland Dost,2008,CNG
XNJEC3MY,Tata Ultra,2018,Electric
ZT7XQSRE,Ashok Leyland Dost,2013,Electric
R2ND86IC,Freightliner M2,2023,Electric
85ILZPDG,Tata Ultra,2020,CNG
BUY3WUHP,Ashok Leyland Dost,2010,CNG
1J01K7NV,Volvo VNL,2018,Diesel
NS8WZW3T,Isuzu N-Series,2013,LNG
9FD9XP9Q,Isuzu N-Series,2014,Diesel
IHPN8QUW,Tata Ultra,2017,CNG
1KM1ITBZ,Volvo VNL,2009,Diesel
X0YGO9KY,Ashok Leyland Dost,2006,Diesel
G821K5S1,Volvo VNL,2006,CNG
0B7OU7A5,Ashok Leyland Dost,2025,Diesel
ZO61SHSS,Volvo VNL,2022,CNG
CPVQ47UC,Volvo VNL,2007,Electric
L7GFZODS,Isuzu N-Series,2023,Diesel
GPG2PHGZ,Freightliner M2,2015,LNG
CB0QX9GN,Isuzu N-Series,2014,Diesel
CWOV2FNL,Freightliner M2,2016,LNG
PXHVJ2X4,Volvo VNL,2024,Diesel
CQD77KZ5,Tata Ultra,2005,CNG
01JWTY44,Freightliner M2,2006,Diesel
HMQGRMG8,Volvo VNL,2014,CNG
1I17U0JC,Ashok Leyland Dost,2013,Electric
L5AJ9FE3,Volvo VNL,2018,Diesel
WEVH56Y1,Volvo VNL,2007,Diesel
1F9053O7,Ashok Leyland Dost,2006,CNG
A8EV5B0S,Ashok Leyland Dost,2010,Diesel
DZ1HWDCC,Tata Ultra,2009,Diesel
FQXS2LZV,Freightliner M2,2010,Electric
JR87UOM5,Volvo VNL,2014,CNG
CIQ3PAGI,Ashok Leyland Dost,2013,CNG
1DN6YKV1,Volvo VNL,2016,Diesel
93XSXXR3,Ashok Leyland Dost,2006,Diesel
L5OAJLFZ,Tata Ultra,2024,Diesel
V53R6YYI,Freightliner M2,2012,LNG
MQPIL010,Ashok Leyland Dost,2024,CNG
3ZQUYHUM,Freightliner M2,2010,Diesel
DLGCQGEA,Freightliner M2,2006,CNG
3I7AINZA,Volvo VNL,2022,Electric
8XQEQO0I,Freightliner M2,2008,Electric
8OTAFWFE,Isuzu N-Series,2023,Electric
7U4YCHM7,Volvo VNL,2017,CNG
4QJTXEOG,Tata Ultra,2011,Diesel
O3IMVB06,Ashok Leyland Dost,2008,LNG
NSLTH1SW,Tata Ultra,2025,Diesel
EUJ2IX6R,Ashok Leyland Dost,2018,CNG
KXCJOZ53,Isuzu N-Series,2021,CNG
O16PUGJ8,Ashok Leyland Dost,2010,Diesel
9U384ENT,Tata Ultra,2021,CNG
QSSAG6O2,Isuzu N-Series,2025,CNG
41HR7MPS,Ashok Leyland Dost,2012,LNG
M8N9JTAU,Freightliner M2,2015,CNG
G9DW7KZR,Ashok Leyland Dost,2014,LNG
8KB12AEL,Freightliner M2,2016,LNG
TWQZMEN1,Ashok Leyland Dost,2017,Electric
5X0C14Y1,Tata Ultra,2015,Diesel
SJ2RYGAB,Isuzu N-Series,2006,CNG
27GY2AN0,Freightliner M2,2013,Electric
EP8XPDJF,Ashok Leyland Dost,2018,LNG
OV2V3M7T,Isuzu N-Series,2006,Diesel
8UIPH2S1,Isuzu N-Series,2023,Electric
EYKX5D13,Freightliner M2,2022,LNG
0YCO5OEE,Volvo VNL,2025,CNG
XUMSNVF6,Freightliner M2,2017,Electric
IS1OMZCE,Tata Ultra,2014,Electric
MY65GVUZ,Volvo VNL,2013,Diesel
2SBGHCUI,Freightliner M2,2017,Diesel
9LCA680C,Ashok Leyland Dost,2023,LNG
CLD8TDKD,Isuzu N-Series,2025,CNG
1O5QH095,Isuzu N-Series,2025,Electric
JXLWFF9N,Freightliner M2,2017,Diesel
9Q0UZ8K2,Freightliner M2,2018,Electric
BGSZ9WXV,Ashok Leyland Dost,2018,Diesel
56UFDYWP,Ashok Leyland Dost,2005,CNG
XYYDF195,Volvo VNL,2015,LNG
RECQ8T99,Freightliner M2,2005,Electric
K7ATD3CH,Tata Ultra,2008,CNG
URI8VGHN,Ashok Leyland Dost,2008,Electric
DGZ6AYYT,Ashok Leyland Dost,2005,Diesel
5AKRPQVO,Tata Ultra,2018,CNG
VBR6Y13M,Ashok Leyland Dost,2010,LNG
3NAE4YV8,Freightliner M2,2010,Electric
49WCY56X,Volvo VNL,2020,CNG
TQVCENHZ,Isuzu N-Series,2007,Diesel
5ABKA86P,Volvo VNL,2011,LNG
R3A2KBAQ,Volvo VNL,2005,LNG
8Y6OYV0Y,Ashok Leyland Dost,2024,Diesel
642MZ75Q,Isuzu N-Series,2016,CNG
QKW704IJ,Volvo VNL,2006,LNG
37QPU1HK,Volvo VNL,2015,Electric
7CU4TYQK,Freightliner M2,2006,CNG
LUNSSS4X,Ashok Leyland Dost,2008,Diesel
2CTQEBCJ,Ashok Leyland Dost,2017,Electric
GEIA7N5E,Ashok Leyland Dost,2008,Electric
4HAXRNS6,Volvo VNL,2023,Electric
0UCFM15M,Isuzu N-Series,2008,Diesel
5HLDXG6S,Freightliner M2,2017,Diesel
SHL1E2K1,Tata Ultra,2013,Electric
HXP5T17W,Isuzu N-Series,2019,Electric
J08ZIGY2,Freightliner M2,2011,Diesel
640PNRKN,Isuzu N-Series,2024,CNG
H9L4HANJ,Ashok Leyland Dost,2008,CNG
CSJ1L11Y,Volvo VNL,2013,Diesel
QEJHN2YM,Volvo VNL,2011,LNG
7EDNPQGH,Freightliner M2,2009,CNG
9M3E54QD,Tata Ultra,2019,Diesel
G1RPTMFY,Tata Ultra,2010,CNG
FNSWDND8,Freightliner M2,2018,Diesel
RMZ2VNZ7,Volvo VNL,2016,LNG
3O9AKESI,Freightliner M2,2024,LNG
RQACH316,Isuzu N-Series,2015,LNG
BX6PXS7S,Volvo VNL,2018,LNG
FFVUMXMA,Ashok Leyland Dost,2010,Diesel
BYQHD1JI,Isuzu N-Series,2015,CNG
PTUDESIL,Freightliner M2,2013,LNG
2YK3GLMQ,Isuzu N-Series,2006,CNG
UU4SE918,Tata Ultra,2006,CNG
HF1ERQGD,Ashok Leyland Dost,2005,Electric
1D65RC8H,Isuzu N-Series,2022,LNG
MM5CZ6PR,Ashok Leyland Dost,2007,LNG
VNOKVI08,Volvo VNL,2005,CNG
8DMS81RV,Ashok Leyland Dost,2013,LNG
NGDMKDX3,Ashok Leyland Dost,2013,LNG
FSP386FQ,Isuzu N-Series,2006,CNG
2SXH7673,Freightliner M2,2010,LNG
JWP40BSK,Volvo VNL,2013,CNG
6JEFH4HH,Isuzu N-Series,2006,LNG
8BLHSIS2,Freightliner M2,2006,LNG
ZDMTBYZV,Volvo VNL,2008,LNG
77VVP92B,Freightliner M2,2019,Electric
KIJJFBW2,Freightliner M2,2009,CNG
XO5ECRJ3,Tata Ultra,2015,LNG
TWUAO75I,Tata Ultra,2025,CNG
MPFDSTGM,Volvo VNL,2009,Diesel
QGE0VX8B,Tata Ultra,2010,Diesel
2SEEMB0M,Tata Ultra,2006,LNG
M1E03762,Freightliner M2,2009,Diesel
EZ87PK79,Ashok Leyland Dost,2019,CNG
KO96ROW5,Ashok Leyland Dost,2020,Diesel
5TKQZ47X,Freightliner M2,2012,LNG
DU8VONLT,Freightliner M2,2011,Diesel
EZ7OMK8E,Volvo VNL,2024,Electric
5JJBDTG7,Isuzu N-Series,2005,LNG
KV32TAL0,Ashok Leyland Dost,2008,Electric
CIFY6Q0U,Volvo VNL,2009,CNG
45O62JBH,Isuzu N-Series,2013,Diesel
C5K1WXVK,Tata Ultra,2008,Electric
4VIZNVIJ,Freightliner M2,2007,CNG
1SVRY57V,Isuzu N-Series,2016,Electric
R91TVMMY,Volvo VNL,2017,LNG
TCH98LL6,Tata Ultra,2010,Electric
EDZWTVZV,Ashok Leyland Dost,2008,Diesel
73JTGC5F,Isuzu N-Series,2019,Diesel
6FHMTRPX,Isuzu N-Series,2022,CNG
4V8PZRQW,Freightliner M2,2020,LNG
5J046532,Volvo VNL,2008,LNG
GQGTR1HL,Freightliner M2,2013,Diesel
81HFWTNI,Volvo VNL,2013,Electric
5IB2CVLF,Isuzu N-Series,2005,Diesel
CGX5QSXF,Tata Ultra,2005,Diesel
70KZ54UK,Ashok Leyland Dost,2012,CNG
098N5RQ7,Freightliner M2,2014,Diesel
2K8RGLW7,Ashok Leyland Dost,2010,Diesel
7R5WM44H,Freightliner M2,2025,Electric
HVGQDVCM,Ashok Leyland Dost,2016,Diesel
LG0RX7YB,Tata Ultra,2015,Electric
RGT7MCGP,Tata Ultra,2005,Electric
PE670NM8,Isuzu N-Series,2006,Electric
896YYT3O,Freightliner M2,2015,LNG
IVNB2EGK,Freightliner M2,2024,Diesel
BS5S6RLH,Freightliner M2,2024,Electric
UGEQVXRE,Volvo VNL,2022,Electric
4PKL1A6A,Tata Ultra,2017,Diesel
CP1OOPPI,Volvo VNL,2022,LNG
BZBZVB66,Tata Ultra,2015,Diesel
AC4W2OTE,Freightliner M2,2005,LNG
PTC3H7SR,Isuzu N-Series,2025,LNG
5MY8JRZ3,Freightliner M2,2011,Diesel
IH2ND2TB,Ashok Leyland Dost,2008,CNG
XHSDYFO5,Freightliner M2,2012,Electric
1F9XMQOY,Isuzu N-Series,2021,CNG
99HYF28J,Ashok Leyland Dost,2005,Electric
0R9W5232,Isuzu N-Series,2014,Electric
KXRKDHVF,Tata Ultra,2025,Electric
UAILUYK5,Tata Ultra,2022,LNG
U4NAQX6S,Tata Ultra,2012,CNG
EVJ3Y4X9,Tata Ultra,2005,Electric
A82W0RK2,Freightliner M2,2023,Electric
7K65SB0R,Tata Ultra,2018,Diesel
OSCM547M,Ashok Leyland Dost,2012,Electric
UCE7WW95,Tata Ultra,2019,LNG
7YOMXV6P,Tata Ultra,2011,Electric
0WWJFQ3E,Volvo VNL,2024,Electric
K17MF4OK,Ashok Leyland Dost,2022,Electric
I4DC0ZYT,Freightliner M2,2008,Diesel
0I6VFKM3,Tata Ultra,2020,LNG
MXCGDNXY,Freightliner M2,2008,LNG
V1SW2E7Y,Freightliner M2,2024,Electric
VXVNFDI6,Ashok Leyland Dost,2017,Electric
JBTJ5X2Y,Isuzu N-Series,2021,LNG
1KOXTU5E,Isuzu N-Series,2012,Diesel
H8TI2LGF,Tata Ultra,2024,Diesel
NSB3NC8Y,Tata Ultra,2007,LNG
3291RV5O,Volvo VNL,2016,CNG
965953SJ,Freightliner M2,2019,LNG
I65Y26QK,Freightliner M2,2011,LNG
PCZDXVQM,Volvo VNL,2022,CNG
17PWRNLB,Ashok Leyland Dost,2018,Electric
INAVNPDZ,Tata Ultra,2024,Electric
1SSDQQP4,Freightliner M2,2005,Diesel
RRMBQPRF,Isuzu N-Series,2009,CNG
L3XC82L0,Freightliner M2,2011,Electric
M7XABB7I,Freightliner M2,2013,CNG
FPV5AB5K,Ashok Leyland Dost,2014,Electric
W5U676FD,Isuzu N-Series,2024,Electric
CFDN0I9V,Freightliner M2,2020,CNG
51IT4G40,Isuzu N-Series,2005,Diesel
FCRSNCA8,Volvo VNL,2022,Electric
GO8EVQJO,Tata Ultra,2017,CNG
5KBGANK7,Tata Ultra,2009,CNG
U3KJISAT,Volvo VNL,2015,Electric
JFLG579Y,Freightliner M2,2012,LNG
1ZBQ2629,Tata Ultra,2011,CNG
EL5HDV6S,Isuzu N-Series,2022,LNG
CSB6CL2G,Tata Ultra,2013,Electric
M65XZ4C3,Volvo VNL,2016,LNG
5DHI1A19,Isuzu N-Series,2008,Diesel
CBVCA5EN,Volvo VNL,2011,CNG
RNGAB5RZ,Isuzu N-Series,2020,Diesel
GJ4SJIZM,Ashok Leyland Dost,2019,Electric
DBATGVIK,Volvo VNL,2017,LNG
A0DA5YN5,Volvo VNL,2006,CNG
NNLD0KTJ,Ashok Leyland Dost,2012,Electric
0EAUL12H,Ashok Leyland Dost,2020,Diesel
1WXS3CJ2,Volvo VNL,2017,Electric
P6BZTKPP,Isuzu N-Series,2010,LNG
ARETJPAK,Tata Ultra,2005,CNG
WR973ARZ,Ashok Leyland Dost,2012,LNG
4UBX76JA,Freightliner M2,2018,Diesel
EWSCMEG9,Freightliner M2,2019,Diesel
7ST8TKE8,Isuzu N-Series,2012,CNG
1SILPJCI,Tata Ultra,2018,LNG
DOVZR3CO,Isuzu N-Series,2019,Diesel
IUGCAQ2E,Freightliner M2,2023,Diesel
M8VTQKWD,Ashok Leyland Dost,2005,Diesel
06PZ31ZT,Ashok Leyland Dost,2007,Electric
INBK2V1V,Volvo VNL,2021,Electric
IXM3A7OU,Ashok Leyland Dost,2008,CNG
DGPRQH8E,Tata Ultra,2017,Electric
3QB2RCJE,Ashok Leyland Dost,2020,Electric
1BQALXQT,Freightliner M2,2017,LNG
J8ZDAFSE,Volvo VNL,2013,Electric
9CYHXTZN,Volvo VNL,2024,Electric
FZCUO9FE,Volvo VNL,2006,Electric
6MBF7OSW,Ashok Leyland Dost,2011,CNG
WMMK69UX,Freightliner M2,2011,Diesel
KV2CB78L,Isuzu N-Series,2020,CNG
CHRGJ64C,Isuzu N-Series,2005,LNG
J7SUM31C,Volvo VNL,2022,Diesel
32RU4WYO,Ashok Leyland Dost,2010,Electric
DDPZL6WX,Volvo VNL,2008,LNG
M8BUIGA6,Volvo VNL,2007,CNG
O62E1HD7,Freightliner M2,2024,CNG
Y6KSTZ6T,Ashok Leyland Dost,2008,CNG
AUZ5QSHE,Ashok Leyland Dost,2017,CNG
EJBIT0K5,Isuzu N-Series,2017,Diesel
ZNSJU4RF,Tata Ultra,2025,LNG
3S1JJYW4,Freightliner M2,2006,Diesel
2VGKLEMU,Tata Ultra,2024,LNG
VJ0SICFD,Ashok Leyland Dost,2005,LNG
P6R4WQB3,Isuzu N-Series,2024,LNG
IHOOS8L9,Isuzu N-Series,2005,Diesel
WS53NR96,Freightliner M2,2011,LNG
NPVAHJYI,Ashok Leyland Dost,2018,LNG
HH2FCCUQ,Isuzu N-Series,2019,Electric
K6OCL18Y,Volvo VNL,2022,Electric
5F734V1L,Freightliner M2,2015,Diesel
E83F5Q4V,Ashok Leyland Dost,2010,LNG
BEZ7D0MT,Volvo VNL,2018,CNG
H25ZRAI1,Freightliner M2,2022,Diesel
61O3GTTX,Isuzu N-Series,2016,Electric
273PZI6O,Ashok Leyland Dost,2015,Diesel
4IQEJSE1,Freightliner M2,2011,CNG
Z3E18PUY,Volvo VNL,2016,Electric
Y56NVMS7,Tata Ultra,2016,Electric
W5AEV6UE,Isuzu N-Series,2008,Diesel
GCWHPHAR,Isuzu N-Series,2022,Electric
MYWNZBHF,Freightliner M2,2022,Diesel
PB5TT4CT,Volvo VNL,2018,Electric
3N4G3XQD,Freightliner M2,2015,Diesel
K1XMKI5C,Isuzu N-Series,2014,Diesel
M2K2TBT0,Tata Ultra,2005,Electric
XBM7PFU9,Isuzu N-Series,2021,Diesel
O62QRTIL,Isuzu N-Series,2012,LNG
FFYDQY3X,Volvo VNL,2009,CNG
CK4XDVYQ,Ashok Leyland Dost,2013,Diesel
WW45D1QF,Volvo VNL,2006,CNG
MSC0Y3YH,Tata Ultra,2022,CNG
LVUA9SOR,Freightliner M2,2005,Diesel
UQM2TGAD,Volvo VNL,2013,Diesel
D4AJ8WZY,Isuzu N-Series,2007,Diesel
M5X5FZAS,Volvo VNL,2006,CNG
HK3YSIWU,Tata Ultra,2023,Electric
YLS4VI08,Tata Ultra,2006,LNG
QNVVTL78,Volvo VNL,2010,LNG
QC269S2O,Freightliner M2,2017,CNG
7MN0FF4F,Isuzu N-Series,2022,Electric
6PRBPPFM,Freightliner M2,2014,CNG
44DCV7ZM,Freightliner M2,2019,LNG
PLZ6PS1N,Isuzu N-Series,2024,Diesel
3USEARZQ,Volvo VNL,2016,CNG
8VZMSHCJ,Volvo VNL,2013,Electric
PNRMFEJ7,Tata Ultra,2025,LNG
8HYI79XF,Isuzu N-Series,2008,Electric
KGYQTW04,Ashok Leyland Dost,2011,CNG
GZAYBVWE,Tata Ultra,2015,Electric
5IUDM4A3,Freightliner M2,2010,Electric
8OOYQWXV,Freightliner M2,2024,Diesel
ZKWMVSZW,Ashok Leyland Dost,2021,Electric
23UXA6U7,Volvo VNL,2023,Diesel
XMS67XHG,Tata Ultra,2019,Diesel
GHU53I62,Ashok Leyland Dost,2010,LNG
63QBXOX7,Isuzu N-Series,2023,Electric
9SBBHXH3,Isuzu N-Series,2006,Electric
GHBWV1ZN,Tata Ultra,2007,Electric
NJ0V15JZ,Tata Ultra,2024,Diesel
MZ7VJNPW,Ashok Leyland Dost,2011,Diesel
VZEE5U4D,Ashok Leyland Dost,2005,LNG
M39YEJF0,Ashok Leyland Dost,2013,CNG
NKLHGU1S,Volvo VNL,2015,Electric
98GV5HKW,Tata Ultra,2012,Electric
ODJB5JW6,Isuzu N-Series,2011,Diesel
ENICX70H,Ashok Leyland Dost,2021,Electric
3Q9SJB4I,Isuzu N-Series,2015,Electric
IEIVDRWL,Volvo VNL,2007,CNG
DXNVXYKF,Volvo VNL,2023,Diesel
EKPTHZOG,Tata Ultra,2006,Electric
L6U1K3XE,Freightliner M2,2008,CNG
S4I56LW2,Freightliner M2,2018,LNG
DNMT2W98,Isuzu N-Series,2020,Diesel
3G74CDON,Tata Ultra,2014,Diesel
1RY8JMTH,Tata Ultra,2017,Electric
CAYM4MN0,Isuzu N-Series,2005,CNG
THXW1MQI,Freightliner M2,2008,Electric
K5HUMJ46,Ashok Leyland Dost,2020,Diesel
QNX90ZM8,Ashok Leyland Dost,2022,LNG
OTKSFPB5,Freightliner M2,2024,LNG
L10R77ME,Freightliner M2,2023,Diesel
DVA5888C,Isuzu N-Series,2018,Electric
3CCP6HKJ,Volvo VNL,2023,Electric
4SSQEPTE,Freightliner M2,2025,Diesel
YL5S45XI,Isuzu N-Series,2019,Electric
CW1GJYMV,Isuzu N-Series,2005,Electric
PLHV6V1O,Tata Ultra,2017,LNG
71XKMG0C,Tata Ultra,2015,Diesel
6MONC225,Volvo VNL,2018,Diesel
WAGU9Q30,Freightliner M2,2013,LNG
BAWLECBZ,Tata Ultra,2014,Diesel
UPLQ7SOZ,Freightliner M2,2017,Diesel
M363CFYZ,Ashok Leyland Dost,2020,Electric
VFFZ95VN,Tata Ultra,2021,CNG
EQ5FI0A8,Tata Ultra,2007,Electric
CLWVTXVO,Ashok Leyland Dost,2022,Diesel
XE2OB9LU,Freightliner M2,2021,LNG
UCF38W0O,Volvo VNL,2024,CNG
15E9VS04,Tata Ultra,2013,LNG
729O8GUV,Freightliner M2,2015,Electric
Q3HNX8EG,Volvo VNL,2012,Diesel
IG0EPN4K,Volvo VNL,2016,LNG
ZIBVNKHQ,Isuzu N-Series,2020,Electric
3SU8S97G,Isuzu N-Series,2011,LNG
EALY1JHB,Volvo VNL,2018,Diesel
K4GJBTSM,Ashok Leyland Dost,2008,Diesel
7SO91T20,Isuzu N-Series,2010,CNG
HO8NF21Z,Isuzu N-Series,2024,Electric
229YYCBZ,Ashok Leyland Dost,2009,LNG
Q63SQAQY,Volvo VNL,2005,Electric
4QOEJN7L,Isuzu N-Series,2005,CNG
JQ2L24ZV,Freightliner M2,2018,Electric
QE2D869G,Freightliner M2,2011,CNG
3JSTCGQX,Volvo VNL,2015,Electric
YC408CH9,Freightliner M2,2014,CNG
AAY6WOLT,Freightliner M2,2015,Electric
SRF295ZX,Volvo VNL,2013,Electric
4YAWGLRD,Freightliner M2,2025,Diesel
ILSBHTP0,Isuzu N-Series,2015,Diesel
VCN1551A,Tata Ultra,2015,LNG
UDI4ZPHK,Volvo VNL,2019,LNG
1CCVH3C6,Freightliner M2,2017,CNG
15ZF7XHP,Volvo VNL,2016,LNG
YG3RROZV,Volvo VNL,2019,LNG
ML3E7867,Ashok Leyland Dost,2015,Diesel
9TCVL6MG,Ashok Leyland Dost,2019,Electric
K703G508,Tata Ultra,2015,Diesel
JCS9MS1P,Freightliner M2,2006,CNG
K13NDJWM,Tata Ultra,2016,Diesel
THRP5LS9,Volvo VNL,2014,Electric
1MJ1OP3W,Isuzu N-Series,2018,CNG
7QJ0UGNU,Tata Ultra,2008,Diesel
0IHRMSE5,Tata Ultra,2012,Diesel
KKT5FGB2,Tata Ultra,2015,CNG
LKB9G5JF,Isuzu N-Series,2012,CNG
MSOHM1EZ,Isuzu N-Series,2009,Diesel
AEQ4VT9E,Volvo VNL,2018,LNG
I6GWGDEK,Isuzu N-Series,2015,CNG
84K37E31,Tata Ultra,2017,Diesel
F15371G4,Freightliner M2,2018,CNG
OQEP7PJ4,Tata Ultra,2022,Diesel
XCCBJVUH,Isuzu N-Series,2007,Electric
48NW3L6F,Freightliner M2,2007,CNG
K3BV0G9L,Tata Ultra,2019,LNG
03F5E0UR,Tata Ultra,2011,Electric
QS362X40,Isuzu N-Series,2024,Diesel
EJF5IF9I,Ashok Leyland Dost,2022,CNG
US558TBU,Ashok Leyland Dost,2019,LNG
TD5XQ5UN,Ashok Leyland Dost,2015,CNG
BT1TWYRI,Freightliner M2,2021,Diesel
72YH5ZHB,Ashok Leyland Dost,2007,Electric
BVVIV3JX,Ashok Leyland Dost,2022,LNG
MXIHDXV3,Ashok Leyland Dost,2017,CNG
RF71CIX7,Tata Ultra,2007,Diesel
8YPQOSS4,Tata Ultra,2025,LNG
3WLR9TRY,Volvo VNL,2014,Electric
HDQ2DEK6,Freightliner M2,2005,Electric
PZ13VHPW,Ashok Leyland Dost,2012,LNG
E56WTL8C,Tata Ultra,2008,LNG
71Z2PYC6,Ashok Leyland Dost,2022,Diesel
BYDWCKQC,Tata Ultra,2015,Diesel
UFLXK2Y4,Tata Ultra,2016,CNG
BTM51CWZ,Freightliner M2,2023,LNG
CXVL9I88,Ashok Leyland Dost,2008,Electric
BB6NUDR0,Isuzu N-Series,2022,CNG
C75AUL3M,Tata Ultra,2006,LNG
M2VV983M,Freightliner M2,2008,Diesel
3VTM3AY1,Ashok Leyland Dost,2019,Electric
FEBGOZJK,Ashok Leyland Dost,2021,CNG
L5LL4JT5,Isuzu N-Series,2010,CNG
G89DNORB,Tata Ultra,2008,Diesel
88DNAAXN,Isuzu N-Series,2016,CNG
RW6AXK94,Volvo VNL,2005,Diesel
MEIGZ8MQ,Ashok Leyland Dost,2012,CNG
NSKZ6XZD,Tata Ultra,2009,LNG
GCF1YBWJ,Volvo VNL,2008,Electric
PO23KQ26,Isuzu N-Series,2017,LNG
IDP0ZW0J,Freightliner M2,2013,Electric
HEN8IMTV,Volvo VNL,2013,Diesel
1VRDAWFF,Tata Ultra,2023,Diesel
MCLKJDMF,Volvo VNL,2011,Electric
1JXS14TY,Tata Ultra,2006,Electric
TTQ76MTQ,Tata Ultra,2023,Electric
P4EE76H1,Tata Ultra,2021,CNG
TYM31VFI,Isuzu N-Series,2006,Electric
W81D3FI1,Tata Ultra,2019,Diesel
VXEYHZIL,Ashok Leyland Dost,2023,LNG
992WNBG4,Ashok Leyland Dost,2017,Electric
FACHGDSU,Isuzu N-Series,2006,LNG
U28XAVRP,Freightliner M2,2014,Diesel
FJHM1AD2,Tata Ultra,2013,Electric
SCEPTTYO,Volvo VNL,2020,LNG
FQPLWPVN,Isuzu N-Series,2009,CNG
9XZYBVVB,Isuzu N-Series,2015,Diesel
OJ9ZOPJE,Ashok Leyland Dost,2007,CNG
46PUROOA,Isuzu N-Series,2024,CNG
QJ4SJGEB,Freightliner M2,2017,CNG
YWR87VSY,Tata Ultra,2005,LNG
4GJ83UU3,Tata Ultra,2005,LNG
LPUOWKNK,Tata Ultra,2006,Electric
4C15WA6Z,Freightliner M2,2019,Diesel
K5YOIU4P,Ashok Leyland Dost,2020,Diesel
CQRKFUQY,Volvo VNL,2010,Diesel
Z7BG5H7J,Freightliner M2,2011,Diesel
2DBRZX0E,Freightliner M2,2010,LNG
OCSIOPT1,Freightliner M2,2009,LNG
9QDCK5W2,Tata Ultra,2018,CNG
F1MM6V39,Freightliner M2,2008,Diesel
I1KWHAIS,Ashok Leyland Dost,2007,Diesel
132ZELI4,Volvo VNL,2014,CNG
UQOWZSZ4,Tata Ultra,2025,LNG
QLMZPEWB,Ashok Leyland Dost,2014,LNG
XRFBRYVS,Ashok Leyland Dost,2013,CNG
5T57XIAY,Freightliner M2,2015,Diesel
E4P6979G,Ashok Leyland Dost,2011,LNG
JKTQVYVH,Tata Ultra,2007,Diesel
ZRLMSX9M,Tata Ultra,2023,Electric
Y2CU3CIL,Freightliner M2,2024,LNG
JXVST1L8,Volvo VNL,2024,LNG
IMGK36XM,Freightliner M2,2014,Electric
XQHWN69I,Volvo VNL,2016,Diesel
VT4SPD9R,Freightliner M2,2009,Diesel
9V3CWZFS,Freightliner M2,2024,LNG
FW5VDTJZ,Tata Ultra,2018,Electric
LJK3TT2X,Freightliner M2,2024,Electric
CIWLI4AK,Volvo VNL,2010,CNG
JQQZVJX8,Tata Ultra,2023,Diesel
5GOGYUSJ,Ashok Leyland Dost,2015,LNG
QNCL8YNT,Volvo VNL,2017,LNG
6LZI6V8A,Ashok Leyland Dost,2017,Electric
H0B3U06G,Tata Ultra,2011,Diesel
U55CS1GB,Isuzu N-Series,2015,LNG
DSW46VY7,Tata Ultra,2013,Diesel
AFQELXWR,Isuzu N-Series,2019,Electric
